run_id,video_id,group,position,panel_pos,cls,athlete,bib,attempt,split,status,qc_reason,time_40yd,time_10yd,t_at_10yd,clip_ss,clip_frames,k0,clock_resid_p95,clock_coverage,bib_agree,panel_min_corr,max_cut,turf_min,turf_median,lane_frac,track_frac,start_support,x_at_zero,x_at_stop,max_step_yd,yardline_resid
Sr-Q6UjJq6g_016,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-3,3,2.0,train,ok,,5.11,,1.8425,337.8709,202,33.167,0.0183,0.999,1.0,0.9999,0.085,0.2417,0.6811,0.9419,0.9677,42,-1.3518,39.333,0.362,0.1586
Sr-Q6UjJq6g_017,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-5,5,2.0,test,ok,,4.86,,1.8335,350.2833,194,34.223,0.0107,0.9955,1.0,0.9999,0.12,0.2438,0.6804,0.9524,1.0,61,-1.4467,39.7575,0.492,0.1584
Sr-Q6UjJq6g_018,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-6,6,2.0,train,ok,,5.22,,1.907,364.2973,205,33.591,0.012,0.9972,1.0,0.9999,0.1103,0.2429,0.6831,0.9623,1.0,35,-1.5644,39.7357,0.49,0.1347
Sr-Q6UjJq6g_019,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-9,9,2.0,test,ok,,5.09,,1.8871,391.9582,201,33.322,0.011,0.9964,1.0,0.9998,0.0951,0.2424,0.6825,0.9545,1.0,21,-1.3912,39.433,0.502,0.2629
Sr-Q6UjJq6g_020,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-12,12,2.0,test,ok,,4.9,,1.8305,406.6729,195,33.366,0.0124,0.9942,1.0,0.9998,0.1144,0.2408,0.6766,0.9799,1.0,33,-1.3294,39.5523,0.378,0.1565
Sr-Q6UjJq6g_021,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-13,13,2.0,train,ok,,4.86,,1.8522,427.2602,194,34.027,0.0166,1.0024,1.0,0.9999,0.074,0.2428,0.6759,0.9796,1.0,32,-1.5175,39.7556,0.444,0.1457
Sr-Q6UjJq6g_022,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-15,15,2.0,train,rejected,clock_resid_p95=4.84,5.18,,,438.3045,204,32.809,4.8387,1.0564,0.941,0.9999,0.0927,0.243,0.6839,0.9684,1.0,20,-1.055,39.6049,0.361,0.2598
Sr-Q6UjJq6g_023,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-19,19,2.0,test,ok,,4.92,,1.8155,448.3813,196,33.615,0.0123,0.9969,0.964,0.9999,0.1221,0.2463,0.6809,0.9733,1.0,21,-1.0377,39.7898,0.373,0.1527
Sr-Q6UjJq6g_024,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-20,20,2.0,train,ok,,5.08,,1.9,463.8968,201,32.321,0.0118,0.9984,1.0,0.9999,0.0677,0.2449,0.6792,0.974,1.0,56,-1.3948,39.6824,0.416,0.162
Sr-Q6UjJq6g_025,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-25,25,2.0,train,ok,,4.84,,1.8315,484.8177,193,33.325,0.0174,0.9996,1.0,0.9999,0.0918,0.2452,0.6792,0.966,1.0,50,-0.9883,40.0077,0.4,0.3718
UcatZ1FYe5E_000,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-33,33,1.0,train,rejected,max_cut=0.573;turf_min=0.00387;lane_frac=0.89;track_frac=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.48,,,4.1375,183,33.408,0.0153,0.6703,1.0,0.9999,0.5734,0.0039,0.6856,0.8897,0.0,14,,,,0.2296
UcatZ1FYe5E_001,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-35,35,1.0,test,ok,,4.56,,1.7044,31.4981,185,33.12,0.0165,1.0025,1.0,0.9999,0.066,0.2465,0.6869,0.9783,1.0,56,-1.3406,39.6385,0.441,0.1442
UcatZ1FYe5E_002,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-36,36,1.0,test,ok,,4.54,,1.7231,45.2452,185,33.917,0.0169,0.9995,1.0,0.9999,0.1193,0.2447,0.6832,0.9783,1.0,26,-1.0348,39.8857,0.426,0.1563
UcatZ1FYe5E_003,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-38,38,1.0,test,ok,,4.41,,1.6853,62.6292,181,33.941,0.0121,0.9912,1.0,0.9999,0.1261,0.2409,0.6819,0.9778,1.0,28,-1.2475,39.4372,0.423,0.1731
UcatZ1FYe5E_004,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-39,39,1.0,train,ok,,4.42,,1.6838,86.086,181,33.73,0.0148,0.9965,1.0,0.9999,0.078,0.2414,0.6838,0.9926,1.0,60,-1.4609,39.7109,0.423,0.1547
UcatZ1FYe5E_005,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-40,40,1.0,train,ok,,4.55,,1.7016,101.5681,185,34.228,0.0112,0.9973,1.0,0.9999,0.078,0.2423,0.684,0.971,1.0,37,-1.1471,39.7752,0.453,0.1548
UcatZ1FYe5E_006,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-43,43,1.0,train,ok,,4.48,,1.7243,128.9622,183,34.013,0.0115,0.998,1.0,0.9999,0.069,0.2489,0.6785,0.9853,1.0,33,-1.0927,39.5987,0.438,0.1521
UcatZ1FYe5E_007,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-44,44,1.0,test,ok,,4.41,,1.6495,148.5818,181,33.588,0.0109,0.9912,1.0,0.9999,0.0717,0.2463,0.6875,0.9851,1.0,36,-1.0463,39.8035,0.467,0.1305
UcatZ1FYe5E_008,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-45,45,1.0,train,ok,,4.47,,1.6752,188.5884,182,33.015,0.0115,0.9928,1.0,0.9999,0.0768,0.2422,0.6851,0.9778,1.0,31,-1.0668,39.576,0.414,0.1465
UcatZ1FYe5E_009,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-48,48,1.0,train,ok,,4.32,,1.6182,212.3788,178,32.834,0.0119,0.9964,1.0,0.9999,0.0764,0.2419,0.683,0.9924,1.0,25,-0.935,39.8886,0.52,0.2727
UcatZ1FYe5E_010,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-49,49,1.0,test,ok,,4.34,,1.6045,251.5513,179,33.831,0.0144,0.9918,1.0,0.9999,0.0876,0.2445,0.685,0.9621,1.0,24,-1.136,39.9289,0.426,0.1361
UcatZ1FYe5E_011,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-50,50,1.0,test,ok,,4.28,,1.5978,283.65,177,33.805,0.0125,0.9901,1.0,0.9999,0.069,0.2442,0.6827,0.9771,1.0,24,-1.1304,39.5162,0.417,0.1671
UcatZ1FYe5E_012,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-51,51,1.0,test,ok,,4.5,,1.6881,337.971,183,33.977,0.0156,0.9936,1.0,0.9999,0.0899,0.2495,0.6841,0.9854,1.0,23,-1.1299,39.3477,0.407,0.1321
UcatZ1FYe5E_013,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-33,33,2.0,train,ok,,4.44,,1.6888,378.9119,181,34.161,0.0107,0.9694,1.0,0.9995,0.0641,0.2491,0.6928,0.9481,1.0,29,-1.5166,39.4195,0.507,0.1461
UcatZ1FYe5E_014,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-35,35,2.0,test,ok,,4.57,,1.7137,392.0917,185,33.063,0.0118,0.993,1.0,0.9998,0.0688,0.254,0.6926,0.9496,0.9928,62,-1.2695,39.7799,0.399,0.1583
UcatZ1FYe5E_015,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-36,36,2.0,test,ok,,4.53,,1.7158,404.7377,184,33.416,0.0129,1.0017,1.0,0.9998,0.0615,0.2487,0.6894,0.9928,1.0,34,-1.1391,39.7346,0.437,0.146
UcatZ1FYe5E_016,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-38,38,2.0,test,ok,,4.45,,1.6743,416.2158,182,33.82,0.0108,0.9898,0.978,0.9998,0.1347,0.254,0.6898,0.9706,1.0,49,-0.8306,39.7751,0.443,0.3153
UcatZ1FYe5E_017,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-39,39,2.0,train,ok,,4.4,,1.6805,429.796,180,33.489,0.0122,1.001,1.0,0.9999,0.0697,0.2525,0.6883,0.9925,1.0,61,-1.5877,39.6209,0.423,0.1403
UcatZ1FYe5E_018,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-40,40,2.0,train,ok,,4.53,,1.6897,441.9749,184,33.616,0.0167,1.0017,1.0,0.9999,0.0796,0.2497,0.6916,0.971,1.0,29,-1.2709,39.6078,0.4,0.1467
UcatZ1FYe5E_019,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-43,43,2.0,train,ok,,4.49,,1.7267,452.819,183,33.546,0.0113,1.0032,1.0,0.9999,0.073,0.25,0.6873,0.9927,1.0,23,-1.1617,39.61,0.434,0.1177
UcatZ1FYe5E_020,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-44,44,2.0,test,ok,,4.42,,1.6821,466.1991,181,33.458,0.0118,0.9965,1.0,0.9999,0.0876,0.2507,0.6886,0.9627,1.0,24,-1.057,39.6838,0.463,0.1478
UcatZ1FYe5E_021,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-50,50,2.0,test,ok,,4.28,,1.6045,485.852,177,33.519,0.0121,1.0057,1.0,0.9999,0.0661,0.2518,0.6902,0.9769,1.0,33,-1.0995,39.3868,0.441,0.146
UcatZ1FYe5E_022,UcatZ1FYe5E,Safeties,SAF,DB,SKILL,DB-51,51,2.0,test,ok,,4.55,,1.7023,523.9901,185,34.03,0.0163,0.9973,1.0,0.9999,0.0937,0.2519,0.6891,0.971,1.0,18,-1.0588,39.7432,0.423,0.1561
W23Nvg3rw6U_000,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-2,2,1.0,test,ok,,5.12,1.77,1.9155,44.8782,202,33.452,0.0193,0.9906,1.0,0.9999,0.0694,0.2314,0.682,0.9677,1.0,61,-1.2112,39.257,0.351,0.1317
W23Nvg3rw6U_001,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-3,3,1.0,test,ok,,5.27,1.82,1.9558,66.5665,206,34.2,0.0123,0.994,1.0,0.9999,0.0739,0.232,0.6797,0.9688,1.0,43,-1.1434,39.3714,0.338,0.146
W23Nvg3rw6U_002,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-4,4,1.0,train,rejected,x_at_stop_err=1.98;x_at_zero=-2.9,5.5,1.89,,79.9465,213,32.731,0.0112,0.9949,1.0,0.9999,0.0615,0.236,0.6817,0.9461,1.0,34,-2.9044,38.0183,0.597,0.5279
W23Nvg3rw6U_003,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-5,5,1.0,train,ok,,5.03,1.77,1.8726,102.0353,199,34.024,0.0162,0.995,0.918,0.9999,0.1068,0.2323,0.6809,0.9737,1.0,48,-1.242,39.5039,0.369,0.2288
W23Nvg3rw6U_004,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-6,6,1.0,train,ok,,5.12,1.78,1.9569,143.8103,202,34.022,0.0118,0.9971,1.0,0.9999,0.0642,0.2302,0.6765,0.9677,1.0,67,-1.2526,39.3655,0.445,0.1554
W23Nvg3rw6U_005,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-7,7,1.0,test,ok,,5.02,1.73,1.8675,163.9304,199,34.238,0.0127,0.997,1.0,0.9998,0.0851,0.2321,0.6814,0.9737,1.0,42,-1.0449,39.5629,0.411,0.1703
W23Nvg3rw6U_006,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-9,9,1.0,train,ok,,5.18,1.8,1.9141,175.3085,204,33.473,0.0132,1.0049,1.0,0.9998,0.0644,0.2312,0.6789,0.9682,1.0,44,-1.3544,39.8716,0.473,0.1519
W23Nvg3rw6U_007,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-10,10,1.0,train,ok,,4.96,1.78,1.911,187.5874,197,33.588,0.0105,1.0023,1.0,0.9998,0.0946,0.2323,0.677,0.947,1.0,36,-1.3131,39.2892,0.374,0.1631
W23Nvg3rw6U_008,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-11,11,1.0,train,ok,,5.07,1.75,1.9039,200.0999,200,33.432,0.0206,0.9938,1.0,0.9998,0.0954,0.2311,0.6835,0.974,1.0,40,-1.1428,39.2225,0.453,0.1805
W23Nvg3rw6U_009,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-12,12,1.0,test,ok,,5.22,1.86,1.9415,210.577,205,33.609,0.017,0.9972,0.946,0.9999,0.0798,0.2309,0.6789,0.956,1.0,66,-1.1196,39.7806,0.377,0.2922
W23Nvg3rw6U_010,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-13,13,1.0,test,ok,,5.21,1.85,1.9757,221.8216,205,33.387,0.012,0.9991,0.873,0.9999,0.0904,0.2334,0.6787,0.9747,1.0,39,-1.4208,39.5753,0.363,0.1651
W23Nvg3rw6U_011,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-16,16,1.0,test,rejected,turf_min=0.137;turf_median=0.257,5.16,1.8,,242.4422,203,34.084,0.0117,0.9958,1.0,0.9999,0.0326,0.1365,0.2571,0.9679,1.0,20,-0.4723,38.8404,0.367,1.2436
W23Nvg3rw6U_012,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-17,17,1.0,test,rejected,turf_min=0.135;turf_median=0.256,4.95,1.75,,275.9757,197,32.186,0.0115,0.9976,1.0,0.9999,0.05,0.1352,0.2558,0.9867,1.0,8,-0.7937,38.9912,0.376,1.1938
W23Nvg3rw6U_013,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-18,18,1.0,train,ok,,5.16,1.79,1.9276,292.0584,203,33.76,0.0116,0.9958,1.0,0.9999,0.0614,0.2297,0.6777,0.9618,1.0,44,-1.2638,39.4526,0.364,0.1459
W23Nvg3rw6U_014,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-19,19,1.0,train,ok,,5.37,1.86,2.0184,338.1712,209,33.271,0.0189,1.0004,1.0,0.9999,0.0765,0.2308,0.6804,0.9571,1.0,41,-1.1055,39.6327,0.352,0.1764
W23Nvg3rw6U_015,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-20,20,1.0,train,ok,,5.19,1.84,1.9725,362.6957,204,32.403,0.017,0.9901,1.0,0.9999,0.0977,0.2307,0.6755,0.9682,1.0,42,-1.4905,39.3368,0.379,0.1461
W23Nvg3rw6U_016,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-22,22,1.0,test,rejected,clock_coverage=0.578;panel_min_corr=-0.4;max_cut=0.514;turf_min=0.000167;lane_frac=0;track_frac=0;start_support=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.91,1.73,,391.7914,196,33.541,0.0122,0.5776,1.0,-0.3996,0.5135,0.0002,0.6769,0.0,0.0,0,,,,
W23Nvg3rw6U_017,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-23,23,1.0,train,ok,,4.93,1.76,1.8992,423.0226,196,32.363,0.0133,0.9949,1.0,0.9999,0.0656,0.231,0.6793,0.9467,1.0,39,-1.2798,39.3392,0.417,0.1636
W23Nvg3rw6U_018,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-24,24,1.0,test,ok,,4.95,1.72,1.8706,442.809,197,33.17,0.0117,0.9976,1.0,0.9999,0.1028,0.2334,0.6791,0.96,1.0,38,-1.1845,39.5431,0.392,0.1422
W23Nvg3rw6U_019,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-27,27,1.0,train,ok,,5.1,1.74,1.8848,476.2424,201,33.116,0.0157,0.9945,1.0,0.9999,0.0833,0.2306,0.6776,0.9351,1.0,43,-1.3082,41.4877,0.767,0.188
W23Nvg3rw6U_020,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-28,28,1.0,train,ok,,5.09,1.84,1.9229,501.5344,201,33.476,0.0128,0.9899,1.0,0.9999,0.0707,0.2295,0.6805,0.9613,1.0,36,-1.3051,39.5019,0.47,0.2335
W23Nvg3rw6U_021,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-2,2,2.0,test,ok,,5.12,,1.9109,579.7792,202,33.591,0.012,1.0036,1.0,0.9998,0.074,0.2331,0.6777,0.9615,1.0,43,-1.117,39.6585,0.416,0.1607
W23Nvg3rw6U_022,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-3,3,2.0,test,ok,,5.25,,1.9473,594.1936,206,32.277,0.0112,0.9978,1.0,0.9998,0.0624,0.2329,0.6742,0.9623,1.0,41,-1.1466,39.348,0.387,0.1582
W23Nvg3rw6U_023,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-4,4,2.0,train,ok,,5.36,,1.9793,606.1389,209,33.306,0.0114,0.996,1.0,0.9998,0.1253,0.2358,0.6819,0.9383,1.0,32,-1.1193,39.4038,0.388,0.2014
W23Nvg3rw6U_024,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-5,5,2.0,train,ok,,5.03,,1.8977,617.7505,199,33.827,0.0113,0.995,0.957,0.9998,0.1206,0.234,0.6805,0.9739,1.0,46,-1.307,39.9008,0.429,0.1985
W23Nvg3rw6U_025,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-6,6,2.0,train,ok,,5.08,,1.924,640.64,201,33.942,0.0112,0.9918,1.0,0.9999,0.129,0.2296,0.6808,0.9677,1.0,66,-1.1402,39.2761,0.409,0.16
W23Nvg3rw6U_026,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-7,7,2.0,test,rejected,turf_min=0.156;turf_median=0.367,4.96,,,687.3867,197,33.019,0.0115,0.9956,1.0,0.9999,0.0502,0.1557,0.3667,0.98,1.0,73,-0.9375,39.0415,0.363,1.3951
W23Nvg3rw6U_027,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-9,9,2.0,train,ok,,5.19,,1.9711,723.3893,204,32.939,0.0169,0.9965,1.0,0.9999,0.0873,0.2327,0.6787,0.9557,1.0,65,-1.3654,39.5625,0.381,0.1213
W23Nvg3rw6U_028,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-10,10,2.0,train,ok,,4.94,,1.8919,737.3032,196,33.52,0.0109,0.9996,1.0,0.9998,0.081,0.2353,0.678,0.9667,1.0,42,-1.2522,39.2999,0.381,0.1362
W23Nvg3rw6U_029,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-11,11,2.0,train,ok,,5.02,,1.9367,749.9492,199,33.458,0.0158,0.997,1.0,0.9998,0.0997,0.2334,0.6817,0.9605,1.0,57,-1.1385,39.2529,0.373,0.157
W23Nvg3rw6U_030,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-12,12,2.0,test,ok,,5.23,,1.9499,761.394,205,33.772,0.0179,1.0016,1.0,0.9998,0.0706,0.2323,0.6786,0.9497,1.0,71,-1.0331,39.7052,0.355,0.2834
W23Nvg3rw6U_031,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-13,13,2.0,test,ok,,5.31,,2.046,773.6729,208,33.852,0.0111,0.9928,1.0,0.9998,0.1314,0.237,0.6807,0.9503,1.0,33,-1.2362,39.5253,0.397,0.1478
W23Nvg3rw6U_032,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-16,16,2.0,test,ok,,5.15,,1.9474,794.6605,203,33.656,0.012,0.9978,1.0,0.9999,0.1671,0.2339,0.6802,0.9427,1.0,45,-1.1976,39.2986,0.367,0.145
W23Nvg3rw6U_033,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-17,17,2.0,test,ok,,4.96,,1.8916,806.9061,197,33.015,0.0134,0.9956,0.913,0.9998,0.0755,0.232,0.6761,0.9533,1.0,38,-1.3953,39.4886,0.373,0.1894
W23Nvg3rw6U_034,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-19,19,2.0,train,ok,,5.38,,2.0042,839.4052,210,33.8,0.0106,0.9923,1.0,0.9999,0.0707,0.2338,0.6804,0.9512,1.0,41,-1.1432,39.7564,0.434,0.2431
W23Nvg3rw6U_035,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-20,20,2.0,train,ok,,5.22,,2.0027,866.1653,205,33.649,0.0116,0.9972,1.0,0.9999,0.0593,0.2314,0.6754,0.9623,1.0,43,-1.4325,41.3261,0.766,0.3722
W23Nvg3rw6U_036,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-22,22,2.0,test,ok,,4.93,,1.8462,888.9881,196,33.292,0.0178,0.9949,1.0,0.9999,0.0923,0.2343,0.6814,0.9733,1.0,38,-1.2527,39.3509,0.374,0.1702
W23Nvg3rw6U_037,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-24,24,2.0,test,ok,,4.93,,1.8601,921.3204,196,33.953,0.0111,0.9949,1.0,0.9999,0.0965,0.2284,0.6795,0.9667,1.0,45,-1.1097,39.6156,0.421,0.1443
W23Nvg3rw6U_038,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-27,27,2.0,train,rejected,panel_min_corr=0.0784;turf_min=0;lane_frac=0.815;track_frac=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,5.15,,,954.7538,203,33.801,0.0111,0.9394,1.0,0.0784,0.2126,0.0,0.6802,0.8153,0.0,17,,,,0.8152
W23Nvg3rw6U_039,W23Nvg3rw6U,Offensive Lineman Group 1,OL,OL,LINEMAN,OL-28,28,2.0,train,ok,,5.09,,1.939,971.8709,201,32.809,0.0123,0.9964,1.0,0.9999,0.0836,0.2294,0.6803,0.9548,1.0,36,-1.3737,39.4678,0.367,0.1965
f9RAoGpGkIY_000,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-31,31,1.0,train,ok,,4.94,1.74,1.8647,36.9703,197,33.843,0.0167,1.0064,1.0,0.9998,0.1204,0.2344,0.6765,0.96,1.0,33,-1.2901,39.5564,0.372,0.1582
f9RAoGpGkIY_001,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-33,33,1.0,test,ok,,5.0,1.75,1.8887,63.7971,198,33.464,0.0117,1.001,1.0,0.9999,0.088,0.2372,0.6775,0.9342,1.0,61,-1.5503,39.4181,0.363,0.152
f9RAoGpGkIY_002,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-35,35,1.0,train,ok,,5.09,1.77,1.9155,88.2548,201,33.919,0.0132,0.9964,1.0,0.9999,0.0603,0.2363,0.6791,0.9677,1.0,67,-1.2066,39.6475,0.395,0.1537
f9RAoGpGkIY_003,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-36,36,1.0,test,rejected,x_at_stop_err=4.95;max_step_yd=1.15,5.1,1.73,,103.3699,201,33.854,0.0127,0.9945,1.0,0.9999,0.1395,0.2356,0.6786,0.9355,1.0,41,-1.2759,44.9534,1.147,0.1697
f9RAoGpGkIY_004,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-38,38,1.0,test,ok,,5.14,1.78,1.9311,141.9418,202,33.728,0.0188,0.9997,1.0,0.9999,0.0569,0.2365,0.6794,0.9808,1.0,54,-1.3302,39.4253,0.371,0.1431
f9RAoGpGkIY_005,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-39,39,1.0,,rejected,max_cut=0.584;turf_min=0.0075;lane_frac=0.873;track_frac=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,5.19,1.82,,165.8991,204,34.147,0.0126,0.9965,1.0,0.9999,0.5841,0.0075,0.6759,0.8726,0.0,25,,,,1.708
f9RAoGpGkIY_006,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-40,40,1.0,test,ok,,5.22,1.82,1.9516,211.3445,205,33.436,0.0136,0.9972,1.0,0.9999,0.1348,0.2373,0.6805,0.9684,1.0,68,-0.9221,39.6454,0.446,0.188
f9RAoGpGkIY_007,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-41,41,1.0,test,ok,,5.22,1.84,1.9303,250.884,205,33.933,0.0151,0.9972,1.0,0.9999,0.0587,0.2373,0.6792,0.9623,1.0,41,-1.3242,39.6655,0.354,0.2118
f9RAoGpGkIY_008,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-42,42,1.0,train,ok,,5.29,1.85,1.977,263.5967,207,33.527,0.0132,0.9966,1.0,0.9998,0.0809,0.2344,0.6825,0.9379,1.0,40,-1.1513,39.6171,0.503,0.1688
f9RAoGpGkIY_009,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-44,44,1.0,train,ok,,5.06,1.81,1.9371,276.5429,200,33.428,0.0127,0.9957,1.0,0.9998,0.1101,0.2339,0.6802,0.974,1.0,14,-1.3345,39.6055,0.391,0.151
f9RAoGpGkIY_010,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-46,46,1.0,train,ok,,5.17,1.8,1.9472,288.0878,203,33.971,0.011,0.9939,1.0,0.9998,0.1286,0.2355,0.68,0.9682,1.0,39,-1.1658,39.5754,0.391,0.1701
f9RAoGpGkIY_011,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-47,47,1.0,test,ok,,5.14,1.78,1.924,300.8672,202,34.274,0.014,0.9997,1.0,0.9997,0.1097,0.2424,0.6773,0.9808,1.0,35,-1.2503,39.443,0.38,0.1753
f9RAoGpGkIY_012,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-48,48,1.0,train,ok,,5.36,1.82,1.9713,312.1118,209,34.021,0.018,0.996,0.981,0.9998,0.0612,0.2384,0.6808,0.9568,1.0,44,-1.2044,39.5656,0.431,0.1569
f9RAoGpGkIY_013,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-49,49,1.0,test,ok,,5.24,1.84,2.0005,323.5566,205,32.941,0.0172,0.9997,0.966,0.9998,0.1354,0.2362,0.674,0.9686,1.0,42,-1.3742,39.5747,0.449,0.1458
f9RAoGpGkIY_014,f9RAoGpGkIY,Offensive Lineman Group 2,OL,OL,LINEMAN,OL-52,52,1.0,test,rejected,clock_resid_p95=0.026,5.04,1.74,,338.1712,199,33.501,0.026,0.9997,1.0,0.9998,0.1102,0.2385,0.6778,0.9804,1.0,54,-1.4114,39.5472,0.409,0.1537
